epoch,dice_hard,loss,val_dice_hard,val_loss
0,0.09096372127532959,1.225468397140503,0.12532004714012146,78.95408630371094
1,0.09564900398254395,1.200832486152649,0.12321948260068893,66.16188049316406
2,0.0916801244020462,1.1929824352264404,0.12609726190567017,50.71464920043945
3,0.10374490916728973,1.2522691488265991,0.12813347578048706,60.38307189941406
4,0.1061919704079628,1.201289176940918,0.11949536949396133,21.26504135131836
5,0.10204556584358215,1.2617745399475098,0.12541551887989044,35.00555419921875
6,0.10859646648168564,1.1858389377593994,0.1219172403216362,25.92542266845703
7,0.10285570472478867,1.1307413578033447,0.11171048879623413,78.81951141357422
8,0.11252328008413315,1.1528695821762085,0.12685836851596832,39.84809875488281
9,0.0984252318739891,1.1257940530776978,0.12495170533657074,58.61681365966797
10,0.10004185140132904,1.1537294387817383,0.13324247300624847,66.75848388671875
11,0.0974879190325737,1.1082829236984253,0.12543833255767822,64.99848937988281
12,0.10289724171161652,1.083511471748352,0.12715421617031097,62.60449981689453
13,0.09541476517915726,1.1475954055786133,0.12711967527866364,68.39795684814453
14,0.1094379723072052,1.1569844484329224,0.1167285293340683,54.553226470947266
15,0.0965995043516159,1.1474053859710693,0.1190674677491188,63.939453125
16,0.09459862858057022,1.1471775770187378,0.12227821350097656,64.32757568359375
17,0.09872231632471085,1.1010582447052002,0.12628556787967682,63.978214263916016
18,0.1000789925456047,1.137062430381775,0.12152790278196335,65.85269165039062
19,0.11048027127981186,1.1315867900848389,0.11895801872015,64.51988983154297
